"License Number","Municipality or First Nation","Store Name",Address,"Store Application Status",Website
CRSA1374765,BARRIE,"Pop's Cannabis Co.","534 BAYFIELD ST UNIT B","Authorized to Open",https://popscannabis.ca/shop
CRSA1179464,OTTAWA,"OLYMPIA CANNABIS BARRYMORE'S OC BARRYMORES","325 BANK ST","Authorized to Open",
CRSA1202256,STRATFORD,"CanDream Cannabis","557 DOWNIE ST","Authorized to Open",https://www.candreamcannabis.ca/
CRSA1189331,RAMARA,"SUPREME LEAF CANNABIS COMPANY","5236 HIGHWAY 12 SOUTH, UNIT B","Authorized to Open",
CRSA1211175,LONDON,"THE CANNABIST SHOP - WHARNCLIFFE N","60 WHARNCLIFFE RD N UNIT B","Authorized to Open",https://www.cannabistshop.ca/cannabis-dispensaries
CRSA1199738,HAMILTON,"VILLAGE CANNABIS CO.","275 KING ST E","Authorized to Open",https://villagecannabisco.ca
CRSA1230987,PARIS,"Chillin' Buds","1 HARTLEY AVE BUILDING A UNIT A6","Authorized to Open",
CRSA1192872,MIDLAND,TOKE,"262 KING ST","Authorized to Open",https://tokecannabis.com/locations/midland/
CRSA1206499,HALIBURTON,"GreenLeaf Cannabis","195 HIGHLAND STREET, FRONT LEVEL UNIT","Authorized to Open",
CRSA1209053,SCARBOROUGH,"Green Merchant Cannabis Boutique","33 LAPSLEY RD","Authorized to Open",
CRSA1233438,BURLINGTON,TreeTop,"796 BRANT ST","Authorized to Open",https://www.tree-top-cannabis.ca
CRSA1233909,OSHAWA,"The Nug Co.","514 RITSON RD S","Authorized to Open",https://WWW.THENUGCO.CA
CRSA1242930,BURLINGTON,"Hidden Leaf Cannabis","181 PLAINS RD W UNIT 2","Authorized to Open",
CRSA1243621,BRAMPTON,"SAGE CANNABIS","160 MAIN ST S UNIT 17","Authorized to Open",
CRSA1347978,MISSISSAUGA,"Hibuzz Cannabis","30 EGLINTON AVE W UNIT 17","Authorized to Open",https://www.hibuzz.ca
CRSA1197214,BARRIE,"SPIRITLEAF PARK PLACE","120 PARK PLACE BOULEVARD UNIT 1 BUILDING 3","Authorized to Open",https://spiritleaf.ca/collections/spiritleaf-park-place
CRSA1269976,ORANGEVILLE,"Altered Nation Cannabis","218 BROADWAY","Authorized to Open",https://www.alterednationcannabis.com
CRSA1172694,BEAMSVILLE,"T CANNABIS","4322 ONTARIO STREET UNIT 3","Authorized to Open",https://tcann.ca/
CRSA1172462,KINGSTON,"Calyx + Trichomes","1105 MIDLAND AVE UNITS 4 - 5","Authorized to Open",
CRSA1176840,SCARBOROUGH,"Pufftastic Cannabis Company","2830 MARKHAM RD","Authorized to Open",https://www.puffshop.ca
CRSA1175880,KINGSTON,"710 Kingston","471 PRINCESS ST","Authorized to Open",https://710kingston.com/
CRSA1267924,"VAL CARON","Happy Life","3045 OLD HWY 69 N UNIT 2","Authorized to Open",
CRSA1269742,COCHRANE,"High Society Cannabis Co","86 SIXTH AVE","Authorized to Open",https://hsociety.ca/
CRSA1172602,"OWEN SOUND","Cannabis Grey Bruce","236 8TH ST E","Authorized to Open",https://www.cannabisgreybruce.ca
CRSA1172643,NEPEAN,"DREAM CANNABIS","250 GREENBANK RD UNIT 1B","Authorized to Open",
CRSA1179808,ESSEX,"Tony’s Joint","20 TALBOT ST S UNIT 5","Authorized to Open",
CRSA1185176,ETOBICOKE,"Lakeview Cannabis","4 MIMICO AVE","Authorized to Open",https://lakeviewcannabis.ca/shop/
CRSA1190359,"WAUZHUSHK ONIGUM NATION","THE REEF STORE BY THE LAKE","201 MARINA ROAD","Authorized to Open",
CRSA1172481,DUNNVILLE,"Grand Cannabis","217 BROAD ST E UNIT 2C","Authorized to Open",https://www.grandcannabis.ca
CRSA1172661,TORONTO,"DAY 'N' NITE CANNABIS","407B BLOOR ST E","Authorized to Open",https://daynnite.ca/
CRSA1172518,TORONTO,Insalata,"1331 ST CLAIR AVE W","Authorized to Open",https://insalatamarket.com/corso-italia/
CRSA1332440,CORNWALL,"Moonlight Cannabis","6227 BOUNDARY RD UNIT 1","Authorized to Open",https://www.moonlightcannabis.ca
CRSA1172424,KITCHENER,"HIGHLAND CANNABIS","370 HIGHLAND RD W UNIT 15B","Authorized to Open",https://highlandonhighland.com/
CRSA1186121,KENORA,"LAKE OF THE WOODS CANNABIS","809 RIVER DR","Authorized to Open",https://lotwcannabis.ca/
CRSA1172894,WOODSTOCK,"Dundas Cannabis","620 DUNDAS ST","Authorized to Open",https://www.dundascannabis.ca
CRSA1187092,BRIDGENORTH,"FLOWERTOWN CANNABIS","874 WARD ST UNIT 4","Authorized to Open",https://flowertowncannabis.ca
CRSA1297444,"NESTOR FALLS","Cannabis North","1624D HWY 71","Authorized to Open",
CRSA1172593,OSHAWA,Spiritleaf,"250 TAUNTON RD EAST UNIT 12","Authorized to Open",https://spiritleaf.ca/collections/spiritleaf-taunton
CRSA1172635,KITCHENER,"The Cannabist Shop - King","201 KING ST W","Authorized to Open",https://www.cannabistshop.ca/cannabis-dispensaries
CRSA1172668,KITCHENER,"THE CANNABIST SHOP","1283 VICTORIA ST N","Authorized to Open",https://www.cannabistshop.ca/cannabis-dispensaries
CRSA1172482,GEORGETOWN,"Grand Cannabis","374 GUELPH ST SUITE 2","Authorized to Open",https://www.grandcannabis.ca
CRSA1191661,RENFREW,"A High Class Joint","910 O'BRIEN RD UNIT 1004","Authorized to Open",https://ahighclassjoint.ca/
CRSA1188858,TORONTO,"Blackstar Cannabis","666 BURNHAMTHORPE RD UNIT C","Authorized to Open",https://blackstarcannabis.shop/
CRSA1192876,"ST CATHARINES","Grand Cannabis","225 ST. PAUL ST W UNIT 4","Authorized to Open",https://www.grandcannabis.ca
CRSA1173750,KAPUSKASING,"OFF THE STEM","24B CIRCLE ST","Authorized to Open",https://www.offthestem.ca
CRSA1299458,WINDSOR,URBNBUD,"3838 MCGREGOR BLVD","Authorized to Open",https://urbnbud.com
CRSA1192377,SCARBOROUGH,"North 80","19 MILLIKEN BLVD SUITE 25C","Authorized to Open",https://www.n80.ca
CRSA1187690,"SAUBLE BEACH","Moonfire Cannabis","329 MAIN ST UNIT 3","Authorized to Open",https://www.moonfirecannabis.ca
CRSA1176825,COLLINGWOOD,TREETZ,"280 FIRST ST","Authorized to Open",https://www.treetzcannabis.com
CRSA1174893,HAMILTON,"420 Love Main and Gage","976 MAIN ST E","Authorized to Open",
CRSA1190059,"RED LAKE","West End Cannabis Co.","260 HOWEY STREET","Authorized to Open",https://Westendcannabisco.com
CRSA1195753,"FORT FRANCES","Borderland Cannabis","401B MOWAT AVE","Authorized to Open",https://www.borderlandcannabis.com
CRSA1174301,RAMA,"Rama Cannabis","5988 RAMA RD","Authorized to Open",https://www.ramacannabis.ca
CRSA1188928,"NIAGARA FALLS","Honeypot Smoke Shop","6832 DRUMMOND RD","Authorized to Open",https://honeypotsmokeshop.ca/
CRSA1188229,ETOBICOKE,"HERB N BUD","3759 LAKE SHORE BLVD W","Authorized to Open",https://herbnbud.ca
CRSA1195086,GODERICH,"The Cannabis Guys","46 VICTORIA ST N","Authorized to Open",https://www.thecannabisguys.ca
CRSA1179227,AJAX,"The 6ix Cannabis","475 WESTNEY RD N UNIT 13","Authorized to Open",https://www.the6ixcannabis.ca
CRSA1172691,"THUNDER BAY","HIGH SOCIETY","210 ALGOMA ST S SUITE 101A","Authorized to Open",https://hsociety.ca/
CRSA1308421,OTTAWA,"Creekside Greens","1192 BANK ST","Authorized to Open",https://creeksidegreens.ca
CRSA1200838,PICKERING,Montrose,"1755 PICKERING PKY UNIT A-021B","Authorized to Open",https://montrosecannabis.ca/
CRSA1312543,PETERBOROUGH,"Runway Pot","1524 LANSDOWNE ST W UNIT 1A","Authorized to Open",https://runwaypot.com/shop-peterborough/
CRSA1315065,"GRAND BEND","Uptown Herb","19 MAIN ST W","Authorized to Open",https://www.uptownherb.ca
CRSA1191475,WELLAND,"Garden City Cannabis Co","623 NIAGARA ST","Authorized to Open",https://gardencitycannabisco.com
CRSA1189852,"PARRY SOUND","Giggle Leaf","1 HORSESHOE LAKE ROAD","Authorized to Open",
CRSA1368610,ELMVALE,"Four-Twenty Cannabis Canada","29A QUEEN ST W","Authorized to Open",https://four-twentycannabis.com/
CRSA1195071,BRAMPTON,"The Cannabis Guys","8335 FINANCIAL DR UNIT 5-6","Authorized to Open",https://www.thecannabisguys.ca
CRSA1344558,COOKSTOWN,"HIGH DEMAND CANNABIS","12 QUEEN ST UNIT 2","Authorized to Open",https://Www.highdemandcannabis.com
CRSA1316979,MISSISSAUGA,"The Woods Cannabis","3145 DUNDAS ST W UNIT 11A","Authorized to Open",https://thewoodscannabis.ca
CRSA1335373,MISSISSAUGA,"The Woods Cannabis","660 EGLINTON AVE W UNIT 7","Authorized to Open",https://thewoodscannabis.ca
CRSA1318602,MISSISSAUGA,"Canna Cabana","1891 RATHBURN RD E UNIT 7B","Authorized to Open",https://cannacabana.com/
CRSA1195413,FONTHILL,"Grand Cannabis","1811 MERRITTVILLE HWY UNIT B","Authorized to Open",https://www.grandcannabis.ca
CRSA1328063,MISSISSAUGA,"WE'D Cannabis","2400 DUNDAS ST W UNIT 14","Authorized to Open",
CRSA1319921,MISSISSAUGA,"Canna Cabana","925 RATHBURN RD E UNIT B4A","Authorized to Open",https://cannacabana.com/
CRSA1328103,OSHAWA,"Kapn Chronic","12 SIMCOE ST S","Authorized to Open",
CRSA1205329,LONDON,"HOLY CANNABIS","1080 ADELAIDE ST N SUITE 9","Authorized to Open",https://holycannabis.ca
CRSA1200810,BOWMANVILLE,"NORTHERN HELM CANNABIS","2377 HIGHWAY 2 UNIT 226","Authorized to Open",https://www.northernhelm.com/shopbowmanville
CRSA1321863,"PARRY SOUND","Value Buds","1 PINE DR BUILDING C UNIT 7","Authorized to Open",https://www.valuebuds.com
CRSA1322130,KANATA,"Canna Cabana","457 HAZELDEAN RD UNIT 5","Authorized to Open",https://cannacabana.com/
CRSA1194020,"NIAGARA FALLS","POT SPOT","5365 FERRY ST UNIT 2","Authorized to Open",
CRSA1204042,COURTICE,"Northern Helm","1414 KING ST E., UNIT 32","Authorized to Open",https://www.northernhelm.com/shopcourtice
CRSA1342650,"NORTH YORK","Northern Fire Cannabis","4801 STEELES AVE W SUITE 7","Authorized to Open",
CRSA1326834,"NORTH YORK",Loosh,"160 STEEPROCK DR UNIT 3","Authorized to Open",
CRSA1200535,KINGSTON,"CALYX + TRICHOMES CANNABIS","1206 HIGHWAY 15 SUITE 6","Authorized to Open",
CRSA1196196,TORONTO,"Canna Savanna","1149 QUEEN ST W","Authorized to Open",https://www.cannasavanna.com/
CRSA1190669,KEMPTVILLE,"DREAM CANNABIS","202-3000 WELLINGTON ROAD","Authorized to Open",
CRSA1201500,BEAVERTON,"Flowertown Cannabis","325 SIMCOE ST UNIT 1","Authorized to Open",https://www.flowertowncannabis.ca
CRSA1328930,NEPEAN,"Purple Meadow Cannabis","900 GREENBANK RD UNIT J","Authorized to Open",https://www.purplemeadow.com
CRSA1329167,WATERLOO,Kroniclez,"62 BALSAM ST UNIT B104","Authorized to Open",https://kroniclez.com/
CRSA1329121,TORONTO,"Cannabis Camel","62-66 OVERLEA BLVD UNIT 11","Authorized to Open",https://techgram.ca/
CRSA1328510,MISSISSAUGA,"Canna Cabana","2090 HURONTARIO ST UNIT 4","Authorized to Open",https://cannacabana.com/
CRSA1330047,MISSISSAUGA,"Sativa Bliss Cannabis Boutique","3460 PLATINUM DR UNIT 23","Authorized to Open",
CRSA1205729,OSHAWA,"Northern Helm Cannabis","199 WENTWORTH ST W UNIT 9","Authorized to Open",https://www.northernhelm.com/shoposhawa
CRSA1344672,AJAX,"The Peace Pipe","465 BAYLY ST W UNIT 1","Authorized to Open",https://peacepipe420.com
CRSA1332168,MISSISSAUGA,"Canna Cabana","5700 MAVIS RD UNIT 5","Authorized to Open",https://cannacabana.com/
CRSA1332768,LONDON,"HOLY CANNABIS","785 HAMILTON RD","Authorized to Open",
CRSA1201594,MARATHON,"HIGH SOCIETY CANNABIS CO.","13 STEVENS AVENUE","Authorized to Open",https://hsociety.ca/
CRSA1334756,CORNWALL,"The Oz Store","135 MONTREAL RD","Authorized to Open",https://ozstore.ca/
CRSA1335059,GERALDTON,"High Society Cannabis Co.","403 MAIN ST","Authorized to Open",https://hsociety.ca/
CRSA1346910,SCARBOROUGH,"GREENLINE CANNABIS","3300 LAWRENCE AVE E SUITE 4","Authorized to Open",https://www.greenlinecannabis.ca
CRSA1336974,BOWMANVILLE,"Pop's Cannabis Co.","2316 HWY 2 UNIT K2","Authorized to Open",https://popscannabis.ca/shop
CRSA1336969,COLLINGWOOD,"Pop's Cannabis Co.","151 FIRST ST UNIT 2","Authorized to Open",https://popscannabis.ca/stores/ON/stratford
CRSA1337334,ORLEANS,"GreenBank Cannabis Ltd.","2208 ST. JOSEPH BLVD UNIT 111","Authorized to Open",
CRSA1204424,TORONTO,Smokey's,"1881 QUEEN ST E","Authorized to Open",
CRSA1206879,ATIKOKAN,"Ideal Buds (Atikokan)","100 MERCURY AVENUE WEST","Authorized to Open",https://idealbuds.ca
CRSA1338555,DELHI,"Highlife Delhi","289 JAMES ST UNIT 2","Authorized to Open",https://highlife.ca
CRSA1339024,COLLINGWOOD,"Value Buds","70 FIRST ST","Authorized to Open",https://www.valuebuds.com
CRSA1339025,CAMBRIDGE,"Value Buds","150 HOLIDAY INN DR UNIT 111","Authorized to Open",https://www.valuebuds.com
CRSA1339026,WINDSOR,"Value Buds","1726 HURON CHURCH RD SUITE 4","Authorized to Open",https://www.valuebuds.com
CRSA1202890,DUNDAS,"Green King Cannabis","236 GOVERNORS RD","Authorized to Open",https://www.greenkingcannabis.com
CRSA1200239,"OWEN SOUND","True North Cannabis Co.","UNIT #2 - 978 THIRD AVE","Authorized to Open",https://www.tncc.ca/
CRSA1200238,HANOVER,"True North Cannabis Co.","513 11TH AVE","Authorized to Open",https://www.tncc.ca/shop/hanover/
CRSA1341703,TECUMSEH,"Pop's Cannabis Co.","13420 TECUMSEH RD E UNIT 3","Authorized to Open",https://popscannabis.ca/shop
CRSA1343335,DORSET,"Groovy's Dorset","1059 MAIN STREET UNIT 1","Authorized to Open",https://www.groovys.ca
CRSA1342290,"PORT ELGIN","Moonfire Cannabis","1110 GODERICH ST UNIT C2","Authorized to Open",https://www.moonfirecannabis.ca
CRSA1201787,TORONTO,"TREES IN THE SIX","14 SAINT ANDREW ST","Authorized to Open",
CRSA1211136,SHELBURNE,"Golden Tree Cannabis","735 INDUSTRIAL RD","Authorized to Open",https://www.goldentreecannabis.com
CRSA1212348,KINGSTON,"710 Kingston","1057 MIDLAND AVE","Authorized to Open",https://710kingston.com
CRSA1343636,PEFFERLAW,"FOREST PLANT","254 PEFFERLAW RD","Authorized to Open",https://www.forestplant.ca
CRSA1344076,"WEST LORNE","Weed B Blaz'n","225 GRAHAM ST","Authorized to Open",https://www.weedbblazn.ca
CRSA1345501,MISSISSAUGA,"Canna Cabana","4141 DIXIE RD UNIT PH2-2","Authorized to Open",https://cannacabana.com/
CRSA1356721,MISSISSAUGA,"COST CANNABIS","918 DUNDAS ST E UNIT B","Authorized to Open",https://costcan.ca/
CRSA1345024,OLDCASTLE,"COST CANNABIS","5580 WALKER RD UNIT 2 RR 1","Authorized to Open",https://costcan.ca/
CRSA1202284,DURHAM,"Cannabis Grey Bruce","123 GARAFRAXA ST S","Authorized to Open",https://www.cannabisgreybruce.ca
CRSA1345159,CHATHAM,"PLUTO PLANTS","598 QUEEN ST","Authorized to Open",https://plutoplants.ca/
CRSA1345160,ETOBICOKE,"PLUTO PLANTS","62 MARINE PARADE DR UNIT 4","Authorized to Open",https://plutoplants.ca/
CRSA1173275,DRYDEN,"Ideal Buds","27 KING ST","Authorized to Open",https://idealbuds.ca
CRSA1347970,"WEST LORNE","West Lorne Leaf","234 GRAHAM ROAD","Authorized to Open",
CRSA1204363,STOUFFVILLE,"Tokyo Smoke Stouffville","12277 10TH LINE UNIT B1","Authorized to Open",https://ca.tokyosmoke.com/pages/tokyo-smoke-stouffville-10th-line
CRSA1346411,YORK,"Eagle I Cannabis","1982 EGLINTON AVE W","Authorized to Open",https://www.eagleicannabis.com
CRSA1347395,WATERLOO,"The Cannabist Shop - King N","71 KING ST N UNIT A","Authorized to Open",
CRSA1207052,OTTAWA,"Twist Cannabis","565 BRONSON AVE","Authorized to Open",https://www.twist-cannabis.ca/
CRSA1210269,WINDSOR,"Discounted Cannabis","1115 OUELLETTE AVE SUITE 1103","Authorized to Open",https://www.discountedcannabis.ca
CRSA1207214,HAMILTON,"In Bloom Cannabis","1831 MAIN ST W UNIT A","Authorized to Open",
CRSA1348093,HAMILTON,"NEKU CANNABIS","858 UPPER JAMES ST UNIT 1","Authorized to Open",https://nekucannabis.com/
CRSA1215279,OTTAWA,"Munchies Cannabis","131 BEECHWOOD AVE SUITE B","Authorized to Open",https://www.munchiescannabis.ca/
CRSA1348520,COBDEN,"A High Class Joint","10 PEMBROKE STREET","Authorized to Open",https://ahighclassjoint.ca/
CRSA1351454,MISSISSAUGA,"Canna Cabana","2901 EGLINTON AVE W UNIT 6","Authorized to Open",https://cannacabana.com/
CRSA1209902,TECUMSEH,"On the Cannabis Side","13300 TECUMSEH RD E UNIT 155","Authorized to Open",https://www.onthecannabisside.ca
CRSA1202475,TORONTO,"REALCAN CANNABIS","831 RUNNYMEDE RD","Authorized to Open",https://www.realcancannabis.ca/
CRSA1349934,MISSISSAUGA,"Pop's Cannabis Co.","3221 DERRY RD W UNIT 10","Authorized to Open",https://popscannabis.ca/
CRSA1209325,"NORTH YORK","FOGTOWN FLOWER","4687 YONGE ST","Authorized to Open",https://fogtown.ca/north-york/
CRSA1178796,TORONTO,"Fogtown Flower","2152 YONGE ST","Authorized to Open",https://fogtown.ca
CRSA1350626,MISSISSAUGA,"FIKA Local Cannabis","2955 HAZELTON PL UNIT 29","Authorized to Open",https://fikacannabis.com/shop
CRSA1377626,OTTAWA,Pakalolo,"440 PRESTON ST","Authorized to Open",https://www.shoppakalolo.com
CRSA1201553,"BURKS FALLS","GREEN APPLE CANNABIS","51 COMMERCIAL DR","Authorized to Open",https://http//www.greenapplecannabis.ca
CRSA1215600,NIPIGON,"Gram's Smokey Dreams","2 FRONT STREET","Authorized to Open",https://gramssmokeydreams.com
CRSA1218145,"EAST YORK","NULEEF CANNABIS","86 LAIRD DR","Authorized to Open",https://nuleef.ca
CRSA1350601,MISSISSAUGA,"WOW WORLD OF WEED INC","1900 DUNDAS ST W UNIT B29A","Authorized to Open",
CRSA1222879,SCHOMBERG,"ShinyBud Cannabis Co. New Tecumseth","6048 HIGHWAY 9 UNIT 10","Authorized to Open",https://shinybud.com/schomberg/
CRSA1352301,MISSISSAUGA,"Silverleaf Cannabis","628-630 BLOOR ST","Authorized to Open",
CRSA1204458,BRANTFORD,"High Supply Cannabis Co., Brantford","20 KING GEORGE RD UNIT 2 & 3","Authorized to Open",https://www.highsupplycannabisco.ca
CRSA1351445,WATERDOWN,"Buds House","10 MALLARD TRAIL UNIT 6","Authorized to Open",
CRSA1351577,MISSISSAUGA,"GANJIKA HOUSE CANNABIS STORE","801 DUNDAS STREET EAST UNIT D1-D2","Authorized to Open",https://ganjika-house.com/
CRSA1351705,TORONTO,"Canna Cabana","8 WELLESLEY ST E SUITE 103","Authorized to Open",https://cannacabana.com/
CRSA1352357,"DEEP RIVER",BUDSSMOKE,"27 CHAMPLAIN ST.","Authorized to Open",
CRSA1207481,OSHAWA,"Cannabis & Co.","92 WOLFE ST SUITE 3A","Authorized to Open",https://www.cannabis-co.ca/
CRSA1352403,DUTTON,"Yolo Cannabis","168 CURRIE RD","Authorized to Open",https://yolocan.ca/
CRSA1352534,BARRIE,"228 CANNABIS STORE","12 CHASE MCEACHERN WAY","Authorized to Open",https://228cannabis.com
CRSA1352521,INGLESIDE,"Shinybud Cannabis Co. Ingleside","21 THOROLD LANE","Authorized to Open",https://shinybud.com/ingleside/
CRSA1353242,"NORTH BAY","Kana Leaf Express","20 JOCKO POINT RD","Authorized to Open",https://www.kanaleaf.ca/
CRSA1373294,MISSISSAUGA,"Dope Cannabis","45 QUEEN ST N","Authorized to Open",
CRSA1360036,PICKERING,"Canna Cabana","1105 KINGSTON RD UNIT E9","Authorized to Open",https://cannacabana.com/
CRSA1354768,MISSISSAUGA,"Spot420 The Cannabis Store","2180 CREDIT VALLEY RD UNIT 102","Authorized to Open",https://www.spot420.ca
CRSA1353607,LUCKNOW,"Budzrus Lucknow","638 CAMPBELL ST","Authorized to Open",https://www.budzruslucknow.ca
CRSA1218662,GLOUCESTER,"Go Green Cannabis Co","1756 MONTREAL RD","Authorized to Open",
CRSA1361903,POWASSAN,BUDSSMOKE,"518C MAIN ST","Authorized to Open",
CRSA1208648,BROCKVILLE,"One Plant Brockville","1958 PARKEDALE AVE UNIT D","Authorized to Open",https://www.oneplant.ca/locations/brockville
CRSA1354298,MARATHON,"COST CANNABIS","20 PENINSULA RD UNIT 7","Authorized to Open",https://costcan.ca/
CRSA1355016,ARNPRIOR,"One Plant","39 WINNER'S CIRCLE DR UNIT 9","Authorized to Open",https://www.oneplant.ca/locations/arnprior
CRSA1355348,AJAX,"One Plant","955 WESTNEY RD S, UNIT 4-II","Authorized to Open",https://www.oneplant.ca/locations/ajax-westney
CRSA1201781,HAMILTON,"Cannabis Cupboard","410 UPPER SHERMAN AVE","Authorized to Open",https://cannabiscupboard.ca
CRSA1355829,WATERLOO,"Phoenix Cannabis","170 UNIVERSITY AVE W SUITE 27","Authorized to Open",
CRSA1209760,SCARBOROUGH,"Fire & Flower Cannabis Co.","4525 KINGSTON RD UNIT F01004E","Authorized to Open",https://fireandflower.com/shop
CRSA1356237,PRESCOTT,"DREAM CANNABIS","290 KING ST W UNIT A","Authorized to Open",
CRSA1226368,BRAMPTON,"CANNABIS XPRESS","11670 HURONTARIO ST UNIT 6","Authorized to Open",https://www.cannabis-xpress.com
CRSA1211499,HAMILTON,"Canna Cabana","905 RYMAL RD E UNIT 110","Authorized to Open",https://cannacabana.com/
CRSA1208787,LONDON,"FAMOUS FLOWER CANNABIS CO.","458 SOUTHDALE RD E UNIT 3","Authorized to Open",
CRSA1200774,TOTTENHAM,"Pop's Cannabis Co.","133 QUEEN ST. S. UNIT A","Authorized to Open",https://popscannabis.ca/shop
CRSA1217882,TORONTO,"Fika Local Fairview Mall","1800 SHEPPARD AVE E UNIT 1047","Authorized to Open",https://fikacannabis.com/shop
CRSA1217883,KITCHENER,"Fika Local Fairview Park","2960 KINGSWAY DR UNIT G007","Authorized to Open",https://fikacannabis.com/shop
CRSA1360733,TORONTO,"Jackpot Cannabis","3581 LAKE SHORE BLVD W","Authorized to Open",
CRSA1358894,MISSISSAUGA,"Above The Clouds Cannabis","553 LAKESHORE RD E","Authorized to Open",
CRSA1357046,ORANGEVILLE,"PARAMOUNT CANNABIS CO.","215-245 CENTENNIAL ROAD G-C","Authorized to Open",
CRSA1357111,HAMILTON,"Queen George Cannabis","640 MOHAWK RD W UNIT 29C","Authorized to Open",https://queengeorge.ca
CRSA1190226,GUELPH,"THE CANNABIST SHOP","69 MACDONELL ST","Authorized to Open",https://www.cannabistshop.ca/cannabis-dispensaries
CRSA1203468,OSHAWA,"Ganjika House Oshawa","575 THORNTON RD N UNIT 7","Authorized to Open",https://ganjika-house.com/
CRSA1359666,MISSISSAUGA,"Sacred Grass","3405 SOUTH MILLWAY UNIT 4","Authorized to Open",
CRSA1224022,WALKERTON,"Discounted Cannabis","229 DURHAM ST E","Authorized to Open",https://www.discountedcannabis.ca
CRSA1224023,CHATHAM,"Discounted Cannabis","122 RICHMOND ST UNIT 2","Authorized to Open",https://www.discountedcannabis.ca
CRSA1357988,AYLMER,"COST CANNABIS","71 TALBOT ST E","Authorized to Open",https://costcan.ca/
CRSA1216528,HAVELOCK,"THE CANNABIS FOREST","2 OTTAWA STREET WEST UNIT B","Authorized to Open",https://cannabisforest.shop/
CRSA1203446,TORONTO,"ONE PLANT KENSINGTON MARKET","241 AUGUSTA AVE","Authorized to Open",https://www.oneplant.ca/
CRSA1220853,NAPANEE,"True North Cannabis Co.","7 MARKET SQ","Authorized to Open",https://tncc.ca
CRSA1207127,OTTAWA,"Purple Meadow Cannabis","2430 BANK ST UNIT 6","Authorized to Open",https://www.purplemeadow.ca
CRSA1212311,BRAMPTON,"Tokyo Smoke Brampton Northeast","11795 BRAMALEA RD UNIT E5","Authorized to Open",https://ca.tokyosmoke.com/pages/tokyo-smoke-brampton-bramalea-rd
CRSA1232433,DORCHESTER,"Tree Tops Cannabis Co.","4063 HAMILTON RD SUITE B","Authorized to Open",https://www.treetopscannabis.ca/dorchester
CRSA1362730,MISSISSAUGA,"The Hunny Pot Cannabis Co.","5035 HURONTARIO ST UNIT 8","Authorized to Open",https://thehunnypot.com
CRSA1208363,"ST CATHARINES","Greener Grass Cannabis","75 KING ST","Authorized to Open",https://greenergrasscannabis.ca/
CRSA1360086,AJAX,"Canna Cabana","1949 RAVENSCROFT RD UNIT F001","Authorized to Open",https://cannacabana.com/
CRSA1107686,SUDBURY,"CANNA CABANA SUDBURY","2019 LONG LAKE RD","Authorized to Open",https://cannacabana.com/
CRSA1359555,WINDSOR,"Discounted Cannabis","3218 SANDWICH ST","Authorized to Open",https://www.discountedcannabis.ca
CRSA1361179,"OWEN SOUND","Canna Cabana","1660 20TH AVE E UNIT 2 BLDG B","Authorized to Open",https://cannacabana.com/
CRSA1203066,SARNIA,"The Hunny Pot Cannabis Co","1440 QUINN DR","Authorized to Open",https://thehunnypot.com
CRSA1221859,MITCHELL,"VIP Cannabis Company","46 ONTARIO RD","Authorized to Open",
